1,"$10\,000 Gold?",Steigt Gold auf 10.000 Dollar?
38277,"मांस खपत में विस्तार के साथ अकेले सोयाबीन का उत्पादन तकरीबन दुगुना हो जाएगा. इसका अर्थ है कि उसी अनुपात में अन्य लागतों\, यथा जमीन\, खाद\, पीड़कनाशी तथा पानी का उपयोग भी बढ़ेगा. पशुओं को खिलाने के लिए खाद्य फसलों को छोड़कर चारे की खेती की जाएगी. इससे भोजन व जमीन की कीमतें बढ़ेंगी और लोगों पर अतिरिक्त दबाव पड़ेगा और संसार भर के गरीबों के लिए अपनी बुनियादी न्यूनतम पोषण आवश्यकताओं को पूरा करना भी अधिकाधिक कठिन होता जाएगा.","Radikale kulturelle Unterschiede bei der Art\, wie Regeln in den USA und in der EU festgelegt werden\, verschärfen das Problem."
13993,"Palin and Bachmann speak this highly personal or emotional language\, which even the most rock-ribbed male Republican finds difficult to emulate.","Palin und Bachmann sprechen diese höchst persönliche und emotionale Sprache\, mit deren Nachahmung sogar eingefleischte männliche Republikaner ihre Schwierigkeiten haben."
13994,"In the last three decades\, America’s male-dominated politics has become increasingly wonky\, abstract\, and professionalized.","In den letzten drei Jahrzehnten ist die von Männern dominierte amerikanische Politik zunehmend trocken\, abstrakt und professionalisiert geworden."
1103,"CAMBRIDGE – With youth unemployment touching 50% in eurozone countries such as Spain and Greece\, is a generation being sacrificed for the sake of a single currency that encompasses too diverse a group of countries to be sustainable?","CAMBRIDGE – Angesichts einer Jugendarbeitslosigkeit von beinahe 50 Prozent in Euroländern wie Spanien und Griechenland\, fragt man sich\, ob hier eine Generation zugunsten einer Einheitswährung geopfert wird\, deren Mitgliedsländer einfach zu unterschiedlich sind\, um eine zukunftsfähige Währungsunion zu bilden."
13995,"This is bad for demagoguery\, but it does not inhibit the tigresses on the right\, who did not come up through the “old boy’s club.”","Das ist schlecht für die Demagogie\, aber kein Hindernis für die Tigerinnen der Rechten\, die nicht durch „Old Boys Clubs“ nach oben gekommen sind."
1104,"If so\, does enlarging the euro’s membership really serve Europe’s apparent goal of maximizing economic integration without necessarily achieving full political union?","Sollte dies der Fall sein\, ergibt sich daraus die Frage\, ob eine Erweiterung der Eurozone tatsächlich dem offenkundigen Ziel Europas dient\, die wirtschaftliche Integration zu maximieren\, ohne dabei notwendigerweise eine vollständige politische Union anzustreben."
1105,The good news is that economic research does have a few things to say about whether Europe should have a single currency.,"Die gute Nachricht ist\, dass die wirtschaftswissenschaftliche Forschung einiges darüber sagen kann\, ob Europa eine Einheitswährung haben sollte."
13996,"As a result\, Palin is free to talk about “death panels” – a wholly invented threat of President Barack Obama’s health-care reform – and Bachmann can summon the spirit of McCarthy to raise the equally bizarre specter of socialism’s tentacles infiltrating the highest levels of government.","Folglich kann Palin frei von der Leber weg von „Todesgremien“ sprechen – eine frei erfundene angebliche Bedrohung durch Präsident Barack Obamas Gesundheitsreform – und Bachmann kann den Geist McCarthys beschwören\, um das gleichermaßen bizarre Gespenst sozialistischer Tentakel an die Wand zu malen\, die schon in höchste Regierungskreise eindringen."
38278,"इससे भी बुरी बात ये है कि मिश्रित-भू उपयोग अथवा पशुपालन की देसी प्रणालियों को छोड़कर बड़े पैमाने पर उद्योग की तरह पशुपालन करने से विशेषकर विकासशील देशों में ग्रामीण आजीविकाएं नष्ट होती हैं. घुमंतू पशुपालक\, छोटे उत्पादक और स्वतंत्र किसान कम खुदरा कीमतों से प्रतियोगिता नहीं कर सकते हैं. हालांकि ये कम कीमतें उद्योग की पर्यावरणीय और स्वास्थ्य की ऊंची कीमतों को न्यायोचित नहीं ठहराती हैं. और औद्योगिक पशुपालन प्रणाली अपने कम भत्तों तथा खराब स्वास्थ्य व सुरक्षा मानकों के साथ रोजगार का बेहतर विकल्प भी नहीं उपलब्ध कराती हैं.","Anders als in den USA\, wo unabhängige Behörden die Regulierung federführend gemäß parlamentarischen Vorgaben bestimmen\, legen die gesetzgebenden Akteure in Brüssel und Strasbourg – Europäische Kommission\, Europäischer Rat und Europaparlament – die Regulierungsagenden fest und verfassen auch die Regeln."
1106,"The bad news is that it has become increasingly clear that\, at least for large countries\, currency areas will be highly unstable unless they follow national borders.","Die schlechte Nachricht besteht darin\, dass mittlerweile zunehmend klar wurde\, dass Währungsräume – zumindest für große Länder – höchst instabil sind\, wenn sie nicht nationalen Grenzen folgen."
1107,"At a minimum\, currency unions require a confederation with far more centralized power over taxation and other policies than European leaders envision for the eurozone.",Eine Minimalanforderung für eine Währungsunion ist ein Staatenbund mit viel stärker zentralisierten Befugnissen hinsichtlich Steuereinhebung und anderen Kompetenzen als dies europäische Spitzenpolitiker für die Eurozone planen.
1108,What of Nobel Prize winner Robert Mundell’s famous 1961 conjecture that national and currency borders need not significantly overlap?,"Was bedeutet das nun im Hinblick auf die berühmte\, 1961 formulierte Hypothese des Wirtschaftsnobelpreisträgers Robert Mundell\, wonach sich nationale Grenzen und die Grenzen eines Währungsraums nicht unbedingt überlappen müssen."
13997,"Both can issue homespun appeals as “hockey moms” or “soccer moms” – precisely the type of emotionalism that more cut-and-dried professional male politicians\, even (or especially) at the top of the party\, cannot manage to deliver.","Beide können als „Soccer Moms” ihre schlichten Appelle an das Publikum&#160; richten – in genau jener Art von Emotionalismus\, mit dem orthodoxere männliche Politiker\,&#160; sogar (oder gerade) an der Parteispitze nicht aufwarten können. &#160;"
13998,"The second reason that Bachmann and Palin appeal to so many Americans – and this should not be underestimated\, either – has to do with a serious historical misreading of feminism.","Der zweite Grund\, warum so viele Amerikaner Bachmann und Palin so anziehend finden – und auch das sollte nicht unterschätzt werden – hat mit einer gravierenden historischen Missdeutung des Feminismus zu tun."
1109,"In his provocative American Economic Review paper “A Theory of Optimum Currency Areas\,” Mundell argued that as long as workers could move within a currency region to where the jobs were\, the region could afford to forgo the equilibrating mechanism of exchange-rate adjustment.","In seiner kontroversen\, in der American Economic Review erschienenen Arbeit „Die Theorie optimaler Währungsräume“ argumentiert Mundell\, dass ein derartiger Raum es sich leisten könne\, auf die ausgleichenden Mechanismen der Wechselkursanpassung zu verzichten\, solange die Arbeitskräfte innerhalb eines Währungsraumes frei dorthin ziehen könnten\, wo es Arbeit gibt."
